issueID,user,createtime,updatetime,text,identifier
1,group14/user1,1453843311,1453858651,"Also, while telling our idea, explain the following features and ask them to prioritize them:
- Directly comment on pdf and eveluate
- Comment and chat with students
- Specific file upload mechanism
- Forum in scope of the assignment itself
- Peer review
- Attendance and multiple choice quiz
- Notification for students
- Proper search in the forums
- Share lecture notes and material to students",175235301
1,group14/user2,1454024577,1454024577,"-The TA has to download and evaluate and then upload the pdf again. The grading tool used to comment on the PDF is not user-friendly. 
",176484245
2,group14/user2,1454025186,1454025186,"I bring up a new add-on: How about a stats display of score distribution. Very few courses do that. 
Students like getting stats. It can be kept absolutely up to the professors to decide if they want a stats display. What is everyone's opinion on this?",176486567
2,group14/user1,1454025844,1454025844,"Yes we can do that.. Also let's do all this discussion in github.. Makes it
better and also everyone can see including the professor
On 28-Jan-2016 6:53 pm, ""ANBARASI M"" <notifications@github.com> wrote:

> I bring up a new add-on: How about a stats display of score distribution.
> Very few courses do that.
> Students like getting stats. It can be kept absolutely up to the
> professors to decide if they want a stats display. What is everyone's
> opinion on this?
>
> —
> Reply to this email directly or view it on GitHub
> <https://github.com/gvivek19/CSC510-Team-N/issues/2#issuecomment-176486567>
> .
>
",176488967
1,group14/user3,1454375187,1454375187,- Analytics about the assignment grades,178290264
8,group14/user2,1456009201,1456009201,"Discussion forum must allow students 

1. to discuss as a group 
2. Discuss questions related to grading personally",186697622
9,group14/user2,1456014257,1456014257,"
Login
![img_20160220_183009](https://cloud.githubusercontent.com/assets/7236729/13200064/ec15c00e-d806-11e5-93df-9247e1488094.jpg)

Homepage- Deadline List view

![img_20160220_183907](https://cloud.githubusercontent.com/assets/7236729/13200065/ec1628a0-d806-11e5-8b29-01679f656102.jpg)

Homepage-Deadline calendar view

![img_20160220_183916](https://cloud.githubusercontent.com/assets/7236729/13200057/ebfd2382-d806-11e5-9dae-58efc05116ed.jpg)

Discussion forum component
![img_20160220_190040 2](https://cloud.githubusercontent.com/assets/7236729/13200056/ebfc81ac-d806-11e5-9bbc-fce734189cf3.jpg)

New thread page

![img_20160220_190045](https://cloud.githubusercontent.com/assets/7236729/13200058/ec03dd9e-d806-11e5-8a4b-16703359dfb2.jpg)

Single question view

![img_20160220_190100](https://cloud.githubusercontent.com/assets/7236729/13200059/ec0551f6-d806-11e5-9cf7-7c3fcc429c81.jpg)

Submission page
![img_20160220_190107](https://cloud.githubusercontent.com/assets/7236729/13200060/ec073408-d806-11e5-8bb8-7e7f4783908b.jpg)
",186707758
10,group14/user3,1456014283,1456014314,"In addition to the UI in user view(#9), these additional views are added for the TAs and Instructors login

Stats Scoreboard: 
![img_20160220_190131](https://cloud.githubusercontent.com/assets/1935323/13200052/e05ca21e-d806-11e5-9391-a24a947cff2d.jpg)

View and update feedback:
![img_20160220_190629](https://cloud.githubusercontent.com/assets/1935323/13200051/e05b9e50-d806-11e5-85b4-dd8b3d5e3e1f.jpg)

Evaluate button in homework page:
![img_20160220_190757](https://cloud.githubusercontent.com/assets/1935323/13200053/e05ecea4-d806-11e5-8a3b-7a3ad5ae1802.jpg)
",186707873
6,group14/user2,1456014419,1456014419,"Application name: SUBMIT (Just the way google has Word, Docs etc... )",186708253
13,group14/user1,1456266539,1456270551,"We should also add the following API end points:
- Add, edit and remove a TA

The following can be the end points:
/course
/course/{id}
/student
/student/{id}

All end points are REST endpoints with standard HTTP requests like GET to fetch data, POST to insert, PUT to update and DELETE to remove the records
",187943812
