issueID,user,createtime,updatetime,text,identifier
41,group8/user3,1456446055,1456446055,Added in this commit: 7e7e2e25b65be2f303d7fdd94e32625c0a95a669,189049222
22,group8/user3,1456446091,1456446091,Done,189049317
46,group8/user3,1456454613,1456454613,Solved in this commit: a1da270675972f3d72e9431bab904b06bb4bf43a,189085816
48,group8/user1,1456458212,1456511958,"http://stackoverflow.com/questions/14850853/how-to-include-third-party-python-libraries-in-google-app-engine

Try this approach
https://cloud.google.com/appengine/docs/python/tools/libraries27",189098990
48,group8/user2,1456458333,1456458333,"Install: python model of 
sklearn 
nltk
pandas
google",189099240
48,group8/user2,1456458401,1456458401,"google: https://breakingcode.wordpress.com/2010/06/29/google-search-python/
",189099338
48,group8/user2,1456458721,1456458721,"for parser script, you need install:
BeautifulSoup4
utils
",189100017
48,group8/user1,1456458753,1456458753,"Packaging Python modules
https://pip.readthedocs.org/en/latest/user_guide/#requirements-files
",189100093
31,group8/user2,1456458863,1456458863,Problem solved. ,189100359
31,group8/user2,1456458880,1456458880,Problem solved. ,189100388
48,group8/user1,1456459733,1456459733,"Install package into a specific folder:
http://stackoverflow.com/questions/2915471/install-a-python-package-into-a-different-directory-using-pip",189102370
48,group8/user1,1456508601,1456508601, change nltk package to stopwords package,189387521
48,group8/user1,1456509136,1456509136,Update files to install those pakcage.,189392576
48,group8/user1,1456509976,1456509976,Find solutions to install sklearn on Google App Engine .,189401355
48,group8/user1,1456510472,1456510472,https://scikits.appspot.com/learn,189405463
48,group8/user1,1456513240,1456513240,http://www.datacommunitydc.org/blog/2013/12/a-tutorial-for-deploying-a-django-application-that-uses-numpy-and-scipy-to-google-compute-engine-using-apache2-and-modwsgi,189425091
48,group8/user1,1456513983,1456513997,"Natural Language Toolkit (NLTK) for App Engine
https://github.com/rutherford/nltk-gae",189434472
48,group8/user1,1456515416,1456515416,"Google App Engine don't support third library which uses other extensions such as C, Fortran,etc ",189447026
48,group8/user1,1456523329,1456523329,Finally get rid of those complex packages. Use simple tfidf.py instead.,189494394
50,group8/user1,1456523759,1456523759,http://stackoverflow.com/questions/2693081/does-google-app-engine-allow-creation-of-files-and-folders-on-the-server,189498717
48,group8/user1,1456523776,1456523806,"TypeError: expected httplib.Message, got \<type 'instance'\>.
https://github.com/shazow/urllib3/issues/618",189498974
50,group8/user1,1456540647,1456540647,"http://stackoverflow.com/sitemap-questions-62.xml
![screen shot 2016-02-26 at 9 34 44 pm](https://cloud.githubusercontent.com/assets/6066749/13370288/207489ec-dcd1-11e5-9cc3-639a915fcdc2.png)
",189560144
10,group8/user1,1456540745,1456540745,"Solution One:
![screen shot 2016-02-26 at 9 38 10 pm](https://cloud.githubusercontent.com/assets/6066749/13370294/5aba7878-dcd1-11e5-8401-6ad0de999b16.png)
",189560278
50,group8/user1,1456541016,1456541016,Change to string instead of using files.,189560659
51,group8/user1,1456541119,1456542263,"# Fixed
![screen shot 2016-02-26 at 9 34 44 pm](https://cloud.githubusercontent.com/assets/6066749/13370329/37cb3bc6-dcd2-11e5-85eb-cfbac6819189.png)
",189561093
51,group8/user1,1456541129,1456542286,"# Fixed
![screen shot 2016-02-26 at 9 44 49 pm](https://cloud.githubusercontent.com/assets/6066749/13370334/402a51e4-dcd2-11e5-9fdf-cb3b9d7d04b6.png)
",189561144
51,group8/user1,1456542214,1456544282,"# Fixed
![screen shot 2016-02-26 at 10 03 11 pm](https://cloud.githubusercontent.com/assets/6066749/13370428/c6e577ac-dcd4-11e5-8251-4997235b28e8.png)
",189564402
52,group8/user1,1456542675,1456542675,http://git-helper-2016.appspot.com,189565776
52,group8/user2,1456542697,1456542697,"we r doing great job.
",189565791
52,group8/user1,1456542927,1456542927,Request link is so slow.... Big issue,189566241
52,group8/user1,1456545363,1456545363,"![screen shot 2016-02-26 at 10 55 38 pm](https://cloud.githubusercontent.com/assets/6066749/13370641/1b1eebf8-dcdc-11e5-8e7a-cce91fffa55e.png)
",189573274
51,group8/user1,1456546509,1456546509,Fixed all the issues. Deployed successfully.,189574255
15,group8/user2,1456546862,1456546862,solution: rank with 0.7* tifidf similarty + 0.6*question votes,189574750
48,group8/user1,1456546946,1456546964,Commit https://github.com/nikign/Git-Helper/commit/b3b77924d76c894de3be29750848a9f84cab0f1f,189574813
16,group8/user1,1456547047,1456547047,simple dynamic website https://github.com/nikign/Git-Helper/commit/781a00550d73c94bd42a8d7a4e69be1192b8a770,189574877
51,group8/user1,1456547193,1456547193,fix normlization error https://github.com/nikign/Git-Helper/commit/5a5ae68eaac38c31c22796a98e0cc50d92ccbec0,189574969
17,group8/user1,1456547788,1456547788,"Text Banner
http://patorjk.com/software/taag/#p=display&f=Caligraphy&t=Solution",189576121
53,group8/user2,1456603439,1456603439,Refactor google search code has improved request speed,189715242
35,group8/user1,1456605929,1456605929,Finished,189721507
54,group8/user3,1456606926,1456606926,Finished in this commit: beeeb467733dccb63686626aba33821fc5ac63e8,189725909
56,group8/user3,1456634346,1456634346,Finished in this commit: d80acf696fdd843933e306a075637aa86b72155b,189783149
60,group8/user3,1456634746,1456634746,Split into three issues for people to work on simultaneously. ,189783446
61,group8/user3,1456720585,1456720585,"Finished in this commit: 27a2482ba136fb10f5fa4229150d7a41b239b463

log = {
    'time': None,
    'userCmd': None,
    'isGitCommand': None,
    'gitCommand': None,
    'isError': None,
    'result': None,
    'hasSolution': None,
    'satisfy': None
}

",190034419
42,group8/user3,1456720653,1456720653,Finished in this commit: d80acf696fdd843933e306a075637aa86b72155b,190034700
39,group8/user2,1456720760,1456720760,"in my googlesearch.py code, 
def google_search_engine(query):
   """"""
   Google search stackoverflow, return links
   """"""
   Links = []
   QueryStackover = 'site:stackoverflow.com %s' % query
   #print QueryStackover
   for url in search(QueryStackover, tld='es', lang='es', stop=15):
       Links.append(url)
   return Links
try to change the stop =1 then test it.
",190034868
39,group8/user2,1456720870,1456720870,"in my local, if i give the error message as ""CONFLICT (content): Merge conflict in README.md.Automatic merge failed: fix conflicts and then commit the result"",i print the get_email_result(errormessage), i got the following.
<div class=""post-text"" itemprop=""text"">
<p>If you mean you want the pull to overwrite local changes, doing the merge as if the working tree were clean, well, clean the working tree:</p>
<pre><code>git reset --hard
git pull
</code></pre>
<p>If there are untracked local files you could use <code>git clean</code> to remove them. Use <code>git clean -f</code> to remove untracked files, <code>-df</code> to remove untracked files and directories, and <code>-xdf</code> to remove untracked or ignored files or directories.</p>
<p>If on the other hand you want to keep the local modifications somehow, you'd use stash to hide them away before pulling, then reapply them afterwards:</p>
<pre><code>git stash
git pull
git stash pop
</code></pre>
<p>I don't think it makes any sense to literally <em>ignore</em> the changes, though - half of pull is merge, and it needs to merge the committed versions of content with the versions it fetched.</p>
</div>
",190035099
63,group8/user1,1456779140,1456779140,Finished https://github.com/nikign/Git-Helper/commit/91d432c58fbc7f83ed56647a1f419d2345d340e0,190383740
63,group8/user1,1456780110,1456780110,"<img width=""749"" alt=""screen shot 2016-02-29 at 4 07 39 pm"" src=""https://cloud.githubusercontent.com/assets/6066749/13409001/a9bf29d0-defe-11e5-901f-2a8f61f59a14.png"">
<img width=""729"" alt=""screen shot 2016-02-29 at 4 07 18 pm"" src=""https://cloud.githubusercontent.com/assets/6066749/13409003/aba7b71c-defe-11e5-97bf-08d36a0eb388.png"">
",190395661
52,group8/user1,1456780325,1456780325,"test case:
alkjsf2390932490iiasdfj;

merge error
merge conflict
<div>test</div>
""'sudo test'""
'test solution one'
ååßœ∑´∑œ∑å",190398050
52,group8/user1,1456781247,1456781247,Failed the last test case.,190404379
52,group8/user1,1456781346,1456781346,## Fixed.,190404790
64,group8/user3,1456785033,1456785033,Done in this commit: 0eabcd542cc4f67aded629d1d8e2a135645e9f7a,190429318
44,group8/user2,1456799587,1456799867,"# Evaluation Plan
## First two weeks: 

-    Tool enhancement and testing
-    Experiment Design
-     Create repository with errors (3 common errors)
-    Split participants into three groups, assign each group with one of the solution tools to resolve the error.
- Tool evaluation by paper questionnaires
- Ask for feedback about the experiment design
- Make appointment for experiment


## Third week:
- Conduct the experiment and Collect Data (from log and survey)
- Data analysis
- Compare different solutions with solid data (time for solving the git error, user preference, etc)

## Fourth week:

- Write project report",190500345
17,group8/user3,1456800381,1456800381,"Finished base version,",190507502
10,group8/user1,1456851902,1456851902,https://github.com/nikign/Git-Helper,190816650
66,group8/user3,1456854509,1456854509,This is because of the check_output() requires to split the commands into words in order to work in Mac system. I don't have a solution for this for now. Keep trying.,190829984
55,group8/user3,1458228701,1458228701,Finished in: 6a74c4efcb60b1c7aba9aa9aec1e630427618fc8,197933758
57,group8/user3,1458239815,1458239815,Finished in: d82b7be9e7eca99da5a651c6ea81b81b36473a92,198024953
59,group8/user3,1458263787,1458263787,Finished in: c8ec1eec990328518f716edf98a9a7076292dfdf,198151307
58,group8/user3,1458324076,1458324076,Finished in: 663394e82cfb6d7bbc65e4384882b41ed1df86d3,198473222
70,group8/user1,1458333020,1458333020,"crawl on stackoverflow website, questions are related to git errors.",198529572
72,group8/user3,1458336513,1458336513,"https://www.mailjet.com/
user name: yihuandong@gmail.com
pwd: se2016",198549353
66,group8/user3,1458415752,1458415752,Fixed on this commit: 0d6fa7f2604207d9cc2c10b653e2c9dfe2e46a06,198774558
47,group8/user3,1458415795,1458415795,Fixed in this commit: 63c0568daac2d2c8733e194fe637bcb91f6680d7,198774593
70,group8/user1,1458494124,1458494124,"I can only crawl for about 400 results, and then be blocked by Google :(. I'll try to use stackoverflow API to see whether it works.",198966902
70,group8/user1,1458494293,1458494293,"I even don't know the HTTP request limit of Google. I searched online, but there is no information about this. I tried and been blocked several times. ",198967683
71,group8/user1,1458495417,1458495417,Try elastic search tool,198970048
70,group8/user1,1458495445,1458495445,http://stackapps.com/questions/198/py-stackexchange-an-api-wrapper-for-python,198970074
70,group8/user1,1458503707,1458503707,"Help wanted:
1. run copy_files_to_GAE.py to copy GoogleSearch to git-web folder.
2. run webCrawler.py, change the Query keyword content (in line 34) before running
3. Zip all the output csv file",199005567
70,group8/user1,1458504006,1458566578,"- [x] git add error

- [x] git push error

- [x] git pull error

- [x] git checkout error

- [x] git merge error

- [x] git commit error",199006497
70,group8/user1,1458566624,1458566624,Finish crawling all the data.,199274760
74,group8/user3,1458589912,1458589912,"git checkout conflict // expect to see conflict did not match any file known to git. solution: git fetch origin conflict

",199447513
76,group8/user3,1458611320,1458611320,"Finished in: 43e36f7f3d3474ebfc6f5f544bd57c9a47d324b0
Tested on Windows in: 1fadc64c6b675128bdce400489c23e16b152682d",199579430
75,group8/user3,1458611392,1458611587,@boyzhirui @lintingting @nikign Could you please help me test on your Macbook? Currently the working version is under 'mac' branch. Let me know if there is any exceptions. Thanks!,199580237
74,group8/user3,1458776777,1458776777,"Finished and put the draft in shared course folder under ""Experiment Related"" folder.",200585537
73,group8/user3,1458777428,1458777428,"Talked to Dr. Heckman on Tuesday. Dr. Heckman agreed to give half an hour of her in class lab sessions for our experiment on March 29, 2016. ",200587322
23,group8/user3,1458777482,1458777482,Resolved in #73 ,200587517
79,group8/user3,1458851494,1458851494,Finished in : 6ba25067ef88fa104362466ad1ebeaabb3a8ef82,201006147
78,group8/user3,1458851790,1458851790,Finished functionality in: b3192ecc32aa47c5e97674840d30435f7462d2f3,201007386
84,group8/user3,1458867852,1458867852,Finished in: f78a96bf884ebdf9ef313858448a39ec2faf9e99,201090741
85,group8/user3,1458871370,1458871370,Finished in: 45b57478316012f73868d08913167d590d931288,201107708
71,group8/user1,1458954311,1458954311,"Use Google App Engine's Document and Indexes. Done.
https://cloud.google.com/appengine/docs/python/search/",201636460
86,group8/user1,1458963897,1458963897,Finish uploading. Thank you @lintingting for working on cleaning the web content data.,201700555
88,group8/user1,1459106177,1459106177,https://github.com/nikign/Git-Helper/blob/master/git_helper/git-web/git-helper-2016/DumpdataGoogleApp.csv,202127112
80,group8/user1,1459109195,1459109195,"Git helper search engine:
Just like using google.
1. open http://git-helper-2016.appspot.com/
2. search the error message provided by git
3. open the solution page which is related to your error.
4. solve the error according to the solution.",202137454
80,group8/user4,1459182718,1459182718,"Email helper:
1. Copy your error message
2. Paste your error message in an email and send it to git_helper@yahoo.com
3. You will receive a response in a short time containing a stack overflow post related to your error, with its first answer.
4. Solve your problem using the information in that question and answer",202473779
80,group8/user3,1459231328,1459231328,Done in: d593896f034bbdd3087292d7f440d86a0608a53c,202726597
75,group8/user3,1459231346,1459231346,Done!,202726633
81,group8/user3,1459231357,1459231357,Done!,202726656
82,group8/user3,1459231391,1459231391,Done! https://docs.google.com/a/ncsu.edu/forms/d/1irk98uhd7_wP_XwKtw748_JoPcCFHBSoavaaVbrNjzY/viewform,202726705
77,group8/user2,1459231434,1459231434,done,202726784
